"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"108422","09PA001","Pricing Agreement","PRICING AGREEMENT<BR>AIRFIELD ELECTRICAL REPAIR SERVICES","2008-07-22 14:00:00","On-call electrical repair services for airfield equipment at the City of Scottsdale Airport. (rs)","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$20,000"
"108439","09SS004","Sole Source","SOLE SOURCE<BR>ESS CRISIS MANAGEMENT SOFTWARE","2008-07-22 02:00:00","Crisis Management Software system for Emergency Management Division.
","0","Brian Guzzi, Bid & Contract Specialist","Awarded","False","False"," ","9","$100,000"
"108436","09SS003","Sole Source","SOLE SOURCE<BR>POST DESIGN SERVICES, LIFT STA. 8 & 9","2008-07-17 02:00:00","Post design services for lift stations 8 and 9.","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"108438","09GV001","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PROCUREMENT CARD SERVICES","2008-07-17 02:00:00","Procurement Card Services. Contract made and entered into by and between the City of Chandler, Arizona, a municipal corporation, hereinafter call the ^City^ and ^Bank of America^ hereinafter called the ^Contractor.","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"108392","08RP043","Request For Proposal","REQUEST FOR PROPOSAL<BR>WESTWORLD SHAVINGS, HAY, AND GRAIN","2008-07-16 15:00:00","Term contract for the purchase of shavings, hay and grain for feed and bedding operations at WestWorld. (bh)

","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$250,000"
"108403","08PB090","Public Bid","PUBLIC BID<BR>TOP DRESSING","2008-07-15 15:00:00","Term contract for the supply and delivery of top dressing for the Community Services Division.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","True","False"," ","9","$50,000"
"108402","08QT072","Request For Quotation","REQUEST FOR QUOTATION<BR>SCHOOL FLOOR MAINTENANCE","2008-07-14 14:00:00","To clean, extract, scrub and wax various floors within local Scottsdale schools. (kl)","0","Karen Lancaster, Buyer","Awarded","True","False"," ","9","$0"
"108430","09SS001","Sole Source","SOLE SOURCE<BR>RELOCATING QWEST COMM GEAR AT WEST WORLD","2008-07-08 02:00:00","Relocation of Qwest communications gear at new  West World communications building.","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"108431","09SS002","Sole Source","SOLE SOURCE<BR>COMPRESSED NATURAL GAS FUELING STATION","2008-07-08 02:00:00","Compressed natural gas filling station at the Corp Yard.


","0","Margie Vasquez, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108385","08PB086","Public Bid","PUBLIC BID<BR>WESTWORLD BLEACHERS","2008-07-07 14:00:00","This is for the purchase of 5 and 10 row bleachers for WestWorld.  (cl)","0","Cathy Lonnegren, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108417","08SS114","Sole Source","SOLE SOURCE<BR>AMERICAN LAFRANCE OEM, REPAIRS AND PARTS","2008-06-30 02:00:00","This is a Sole Source to Freightliner / Sterling / Western Star of Arizona for the supply of American LaFrance OEM Fire Apparatus Parts on an ^as-needed^ basis by Fleet Management to facilitate the repair of City owned equipment.

","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$125,000"
"108418","08SS115","Sole Source","SOLE SOURCE<BR>HEIL OEM PARTS AND REPAIRS","2008-06-30 02:00:00","This is a Sole Source to Valley Truck and Trailer Service for the supply of Heil OEM Solid Waste Truck Parts on an ^as-needed^ basis by Fleet Management to facilitate the repair of City owned equipment.


","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108419","08SS116","Sole Source","SOLE SOURCE<BR>PETERBILT OEM PARTS AND REPAIRS","2008-06-30 02:00:00","This is a Sole Source to Rush Truck Centers for the supply of Peterbilt OEM Solid Waste Truck Parts and Service on an ^as-needed^ basis by Fleet Management to facilitate the repair of City owned equipment.

","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108420","08SS117","Sole Source","SOLE SOURCE<BR>BROOM BEAR OEM PARTS AND REPAIRS","2008-06-30 02:00:00","This is a Sole Source to Norwood Equipment for the supply of Broom Bear OEM Sweeper Parts on an ^as-needed^ basis by Fleet Management to facilitate the repair of City owned equipment.

","0","John Snow, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108421","08SS118","Sole Source","SOLE SOURCE<BR>MCNEILUS OEM PARTS AND REPAIRS","2008-06-30 02:00:00","This is a Sole Source to McNeilus Truck and Manufacturing Co for the supply of McNeilus OEM Solid Waste Truck Parts on an ^as-needed^ basis by Fleet Management to facilitate the repair of City owned equipment.

","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108387","08PA031","Pricing Agreement","PRICING AGREEMENT<BR>BEE AND WASP REMOVAL","2008-06-26 14:00:00","One year Pricing Agreement to provide bee and wasp removal at various locations on City property.  (kb)","0","Karen Lancaster, Buyer","Awarded","True","False"," ","9","$1,500"
"108412","08EP010","Emergency Purchase","EMERGENCY PURCHASE<BR>INSTALLATION OF 500D ZEEWEED","2008-06-20 02:00:00","Installation of 500D ZEEWEED filters for the Chaparral Water Treatment Plant.","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"108310","08PB072","Public Bid","PUBLIC BID<BR>COMMUNICATION WORKSTATION","2008-06-19 15:00:00","Purchase of a Rockwell Advanced Communication Workstation and ControlLogix Motion Workstation for the Scottsdale Water Department.  (bh)","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108383","08PA029","Pricing Agreement","PRICING AGREEMENT<BR>CHLORINE TABLETS","2008-06-17 14:00:00","To establish a one-year Pricing Agreement for the purchase of chlorine tablets to be used at various City swimming pools, on an as needed basis throughout the year.  (kl)","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$15,000"
"108404","08EP009","Emergency Purchase","EMERGENCY PURCHASE<BR>PUMP REPAIR AT CHAPARRAL POOL","2008-06-17 02:00:00","Labor and parts to repair a pump for Chapparal pool.","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"108405","08SS112","Sole Source","SOLE SOURCE<BR>DOCUMENT MANAGEMENT SOFTWARE SUPPORT","2008-06-17 02:00:00","Document Management Software System has been purchased by Open Text Corporation, which will provide the software maintenance and support for DM.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False"," ","9","$138,000"
"108358","08PB083","Public Bid","PUBLIC BID<BR>AIRPORT LANDSCAPE SERVICES","2008-06-16 14:00:00","A term contract to provide landscape maintenance services for the city building complex of the Scottsdale Airport.   (ka)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, May 27, 2008, at the Scottsdale Airport, located at 15000 N. Airport Dr., Scottsdale, AZ   85260.","9","$12,000"
"108382","08QT071","Request For Quotation","REQUEST FOR QUOTATION<BR>PUMP SHAFT PARTS","2008-06-12 14:00:00","Purchase of pump shaft parts for resealing pumps at water and wastewater operations.  (rs)","0","Robert Schoepe, Buyer","Awarded","False","False"," ","9","$0"
"108375","08PA028","Pricing Agreement","PRICING AGREEMENT<BR>FIRE HYDRANTS","2008-06-09 14:00:00","Pricing Agreement for the purchase of Clow Medallion Fire hydrants.  (rs)","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$20,000"
"108377","08QT070","Request For Quotation","REQUEST FOR QUOTATION<BR>BELLOWS PUMPS AND PARTS","2008-06-09 14:00:00","Purchase of Bellows pumps and pump parts.  (rs)","0","Robert Schoepe, Buyer","Awarded","False","False"," ","9","$0"
"108354","08QT062","Request For Quotation","REQUEST FOR QUOTATION<BR>GROUND REINFORCEMENT GRID","2008-06-09 14:00:00","Purchase of a polypropylene rigid grid structure for reinforcing soil. (rs)","0","Robert Schoepe, Buyer","Awarded","False","False"," ","9","$0"
"108399","08SS111","Sole Source","SOLE SOURCE<BR>PRODUCTION OF TV SEGMENT ON ECONOMIC DEV.","2008-06-09 02:00:00","Production of a television segment on Economic Development.","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"108397","08GV034","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>UNIFORM RENTAL AND LAUNDRY SERVICE","2008-06-09 02:00:00","Uniform rental and cleaning for the Fleet Department utilizing the State of Arizona Contract.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$0"
"108396","08SS110","Sole Source","SOLE SOURCE<BR>ADVISE WATER RESOURCES CONCERNING SROG","2008-06-06 02:00:00","Advise Water Resources concerning Regional Sewer System (SROG).","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"108393","08EP008","Emergency Purchase","EMERGENCY PURCHASE<BR>REPAIR/REPLACEMENT AT SE PUMPBACK SITE","2008-06-05 02:00:00","Replacement of evaporative cooler exhaust fans at the Southeast pumpback site.","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"108394","08SS108","Sole Source","SOLE SOURCE<BR>SEWAGE PUMPS","2008-06-05 02:00:00","New ITT Flygt Model NP320X-460 FM approved submersible dry pit pumps.

","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$90,000"
"108395","08SS109","Sole Source","SOLE SOURCE<BR>PROGRAMMING SERVICES USING .NET FOR AZTEC","2008-06-05 02:00:00","Programming services using .NET for the front end application to AZTEC Wizard.","0","Brian Guzzi, Bid & Contract Specialist","Awarded","False","False"," ","9","$106,000"
"108365","08PB085","Public Bid","PUBLIC BID<BR>TRASH CAN LINERS","2008-06-04 14:00:00","Purchase of trash can liners for the warehouse to be used by all departments in the City.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108391","08GV033","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PERIODICAL SUBSCRIPTION SERVICE","2008-06-04 02:00:00","The periodical subscription service is used at the main and branch libraries.

Utilizing the City of Glendale contract #GL-07-37 in the amount of $69,000.00 - Vendor Ebsco and Novelist Database.  Products listed are databases for the Scottsdale Public Library, linked to all four library facilities and all 200 public computers.  The subscriptions are over 800 magazines and reference services for library system in-house and check-out for the citizens of Scottsdale.  Periodicals are made available for public use at these libraries so library patrons can conduct research, gather information and keep current of events, which can take six months to a year to be presented in a book.



","0","Michelle Gerola, Buyer","Awarded","False","False"," ","9","$69,000"
"108361","08QT064","Request For Quotation","REQUEST FOR QUOTATION<BR>AUTOMATIC FIRE SPRINKLER SYSTEM","2008-06-03 14:00:00","Purchase and installation of a sprinkler system for Fire Station 613 a mobile home. (KB)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108363","08QT065","Request For Quotation","REQUEST FOR QUOTATION<BR>FRONT COUNTER REMODEL","2008-05-29 14:00:00","Remodel the front desk counter at the Tennis Center, located at Scottsdale Ranch Park, 10400 E. Via Linda, Scottsdale, AZ   85258.  (cl)","0","Robert Schoepe, Buyer","Awarded","False","False","a Pre-Bid Conference will be held at 9:00 A.M., Local Time, May 14, 2008 at the jobsite, located at the front entrance of the Tennis Center, Scottsdale Ranch Park, 10400 E. Via Linda, Scottsdale, AZ  85258.  All bidders are urged to attend.","9","$0"
"108366","08QT067","Request For Quotation","REQUEST FOR QUOTATION<BR>SOCCER GOALS","2008-05-29 11:00:00","Purchase of four (4) sets of moveable soccer goals.  (tg)","0","Teena Giannini, Buyer","Awarded","False","False"," ","9","$0"
"108249","08PB058","Public Bid","PUBLIC BID<BR>TREE PRUNING & REMOVAL","2008-05-28 15:00:00","A term contract to provide tree pruning and tree removal services throughout the city as needed. (ka)

This contract for Tree Pruning and Removal is being reposted with a new estimated value of $312,000.00.  The primary reason for the reposting is due to an expanded tree trimming geographic area.  The associated posting amount, while greater than prior years and original posting, was anticipated by departmental contract administrators and included in the FY08/09 Budget.","0","John Snow, Bid & Contract Specialist","Awarded","False","False"," ","9","$312,000"
"108360","08PB084","Public Bid","PUBLIC BID<BR>PATH LIGHTING","2008-05-28 14:00:00","Purchase and delivery of light poles and luminaires for the City of Scottsdale Community Services Division.  (rd)","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"108388","08SS106","Sole Source","SOLE SOURCE<BR>PARTS FOR FOUNDATION FIELDBUS COMMUNICATION","2008-05-28 02:00:00","Parts for Foundation Fieldbus communication protocol and monitoring equipment.

","0","Kyle Talbert, Buyer","Awarded","False","False"," ","9","$30,000"
"108389","08SS107","Sole Source","SOLE SOURCE<BR>BOILER RAPAIRS AND REPLACEMENT AT RAILROAD PARK","2008-05-28 02:00:00","Boiler repairs and replacement for locomotive #11.","0","Robert Schoepe, Buyer","Awarded","False","False"," ","9","$0"
"108302","08RP034","Request For Proposal","REQUEST FOR PROPOSAL<BR>PARADISE VALLEY WATER DISTRICT STUDY","2008-05-22 15:30:00","The City of Scottsdale desires to contract for professional services to assist in the preparation of a feasibility study for the acquisition of the Arizona American Water Company, Paradise Valley Water District.  (bh)","0","Jim Swaziek, Bid & Contract Specialist","Awarded","False","False"," ","9","$312,000"
"108353","08IP010","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>SOAP FOR VEHICLE WASH AND SHOP FLOOR CLEANING","2008-05-22 15:00:00","Term Contract for the supply of soap for the City's Vehicle Wash, and soap for the cleaning of the floors of the Fleet Management Garage facility.  (bh)","0","John Snow, Bid & Contract Specialist","Awarded","True","False"," ","9","$11,000"
